text,valence,arousal,dominance,emotion_label,source
I have done lots of research for a job interview this week PLAYER: I have a job interview next week. I've been doing lots of research. NPC: Job interviews always make me nervous. Research is a great idea!,0.62,0.48,0.75,prepared,empathetic
"My little boy said ""daddy"" for the first time last month. It made me feel really good. PLAYER: My little boy said ""daddy"" for the first time last month. What an amazing feeling! NPC: Lovely- how old is he?",0.78,0.62,0.72,proud,empathetic
I was in the woods and a bear chased after me.  I was so scared. PLAYER: I was in the woods and a bear chased after me. NPC: Wow. What did you do then?,0.08,0.92,0.15,terrified,empathetic
I was glad that my friend paid me back money when i needed it. PLAYER: I was glad when my friend paid me back money he owed me. NPC: I'm glad you got your money back.,0.75,0.45,0.52,grateful,empathetic
i didnt expect to be approved for a week off from work PLAYER: i didnt expect to be approved for a week off from work NPC: Are you going on vacation?,0.65,0.78,0.55,surprised,empathetic
My favorite football team lost yesterday.  I am so upset about it. PLAYER: My favorite football team lost yesterday. NPC: how bad was it,0.18,0.52,0.28,disappointed,empathetic
"I saw a plane once that was flying so low I thought it was going to crash. I was beyond scared. PLAYER: ""I saw a plane once that was flying so low I thought it was going to crash. I was beyond scared. NPC: Did it crash?",0.08,0.92,0.15,terrified,empathetic
I have a job interview next week. I hope I get it. PLAYER: I have a job interview next week. NPC: That can be exciting. Are you nervous?,0.68,0.48,0.62,hopeful,empathetic
I was amazed at how beautiful San Sebastian was when I went  PLAYER: I was amazed at how beautiful san sebastian was when I went for the first time NPC: what is that ? a town? resort?,0.72,0.62,0.58,impressed,empathetic
i was happy to see that i got the day off from work PLAYER: i was happy to see that i got the day off from work NPC: Well done. What are you going to do with it?,0.88,0.72,0.75,joyful,empathetic
I am going to the park later.  I am so happy about it. PLAYER: I am going to the park later! NPC: I love the park! What are you going to do there?,0.88,0.72,0.75,joyful,empathetic
"I was supposed to meet my mother for lunch yesterday, and she never showed up. I sat by myself for 30 minutes. PLAYER: I was supposed to meet my mother for lunch yesterday, and she never showed up. What a pain! NPC: I'm sorry that happened.",0.2,0.65,0.42,annoyed,empathetic
I just ate four donuts myself. PLAYER: I just ate 4 donuts by myself NPC: i bet those tasted mighty good!,0.12,0.45,0.18,ashamed,empathetic
i cant wait for next week! PLAYER: i cant wait for next week! NPC: What are you doing next week?,0.15,0.72,0.28,anxious,empathetic
My parrot doesn't talk anymore.  I am so sad thinking about it. PLAYER: My parrot doesn't talk anymore. NPC: Oh. Do you know why?,0.08,0.58,0.12,devastated,empathetic
"I'm looking forward to the Spanish Supercopa tonight PLAYER: I'm looking forward to teh Spanish Supercopa tonight NPC: Oh, I love soccer!",0.78,0.82,0.62,excited,empathetic
The sun is shining and I have no plans PLAYER: The sun is shining and I have the day to myself. NPC: I am so envious of you.,0.68,0.25,0.58,content,empathetic
I saw a guy put mustard on his ice cream.  It was really nasty. PLAYER: I saw a guy put mustard on his ice cream. NPC: Woah! Really?? That's weird.,0.15,0.68,0.42,disgusted,empathetic
I told someone something that I didn't want repeated. I had to believe that they would keep what I said private. PLAYER: I told someone something that I didn't want repeated. I had to believe that they would keep what I said private. NPC: and... im guessing they didnt.,0.68,0.38,0.58,trusting,empathetic
i went into that interview knowing i was going to crush it PLAYER: i went into that interview knowing i was going to crush it NPC: Did it go as well as you had hoped?,0.75,0.55,0.78,confident,empathetic
I have done lots of research for an interview PLAYER: I have been researching for a job interview allweek NPC: What kind of job?,0.62,0.48,0.75,prepared,empathetic
I bought a lottery ticket and won 20 dollars.  I am so shocked it happened. PLAYER: I bought a lottery ticket and won 20 dollars! NPC: Well done! What are you going to spend it on?,0.65,0.78,0.55,surprised,empathetic
"Cinema's freak me out. The silence, the darkness. PLAYER: I feel so anxious whenever I go to the movies. NPC: why is that",0.15,0.72,0.28,anxious,empathetic
i was scared walking home alone last week PLAYER: i was scared walking home last week NPC: Was it a bad area?,0.08,0.92,0.15,terrified,empathetic
I went to the mall by myself again.  I hate being by myself. PLAYER: I went to the mall by myself again. NPC: Yeah - did you have a good time?,0.18,0.48,0.22,lonely,empathetic
I just ate four donuts to myself PLAYER: I just ate 4 donuts by myself NPC: I'm sorry you don't have someone to eat donuts with.,0.12,0.45,0.18,ashamed,empathetic
I'm looking forward to the Spanish Supercopa tonight PLAYER: I'm looking forward to the Spanish Supercopa tonight NPC: what happens at the spanish supercopa ?,0.78,0.82,0.62,excited,empathetic
i knew i shouildnt have trusted my brother with my dog PLAYER: i knew i shouldnt have trusted my brother with my dog NPC: What happened?,0.68,0.38,0.58,trusting,empathetic
We had a bad storm last night. The power was off until daylight. It was pretty scary being in the dark all night. PLAYER: We had a bad storm last night. The power was off until daylight. It was pretty scary being in the dark all night. NPC: That must have been annoying.,0.12,0.83,0.25,afraid,empathetic
My family threw a party for me.  I am so shocked they did that. PLAYER: My family threw a party for me. NPC: That was nice of them. Were you surprised?,0.65,0.78,0.55,surprised,empathetic
Cinemas freak me out. They're to dark and quiet. PLAYER: I always feel anxious whenever  go to the movies. NPC: Is it because of the shootings?,0.15,0.72,0.28,anxious,empathetic
I knew I was pretty smart and I had a good chance of getting into our local college. But when the acceptance letter came from Havard. I have never been more shocked. PLAYER: I knew I was smart but I had no clue I was that smart. NPC: How smart?,0.65,0.78,0.55,surprised,empathetic
My girlfriend dumped me yesterday.  I am so sad over it. PLAYER: My girlfriend dumped me yesterday. NPC: sorry to hear that.,0.08,0.58,0.12,devastated,empathetic
"i loved taking care of my sisters pet the other day PLAYER: i loved taking care of my sisters pet the other day NPC: Oh, what kind of pet?",0.5,0.5,0.5,caring,empathetic
"I made an amazing pizza the other day PLAYER: I made an amazing pizza the other day NPC: Oh, what kind was it?",0.78,0.62,0.72,proud,empathetic
I took some of my Mom's medicine.  I feel so guilty about it. PLAYER: I took some of my Mom's medicine. NPC: Why did you do that?,0.12,0.45,0.18,ashamed,empathetic
"I watched a tv show last night where a guy ate a live squid PLAYER: I watched a TV show last night where the presenter ate a live squid NPC: oh i heard about this earlier, its still gross and i dont know why they showed that on tv",0.15,0.68,0.42,disgusted,empathetic
i felt all alone the the other day PLAYER: i felt all alone the other day NPC: I'm sorry to hear that. What did you do about it?,0.18,0.48,0.22,lonely,empathetic
i loved taking care of my sisters pet the other day PLAYER: i loved taking care of my sisters pet the other day NPC: You must be a nice sibling.,0.5,0.5,0.5,caring,empathetic
I have to make a quiche later.  I am sure it will be easy to make. PLAYER: I have to make a quiche later. NPC: how long does that take to make,0.75,0.55,0.78,confident,empathetic
I accidentally fell in horse manure. I was so grossed out by it. PLAYER: I accidentally fell in horse manure. NPC: I cannot even imagine how horrible that must have been. What did you do?,0.15,0.68,0.42,disgusted,empathetic
I got pulled over for speeding but there were cars passing me that didn't get stopped. I was fit to be tied. PLAYER: I got pulled over for speeding but there were cars passing me that didn't get stopped. I was fit to be tied. NPC: That doesn't sound fair.,0.12,0.92,0.52,furious,empathetic
"I knew I was in a good relationship when I felt safe and secure. My last girlfriend I just had this feeling that she was the one I was searching for, forever. PLAYER: Have you ever had a person who you knew you could trust and go to with anything? NPC: Not really - other than close family - you?",0.68,0.38,0.58,trusting,empathetic
The sun is shining and I have no plans PLAYER: The sun is shining here and I have the day to myself NPC: Do you have any big plans? OR just a day of relaxation and recovery for this coming week?,0.68,0.25,0.58,content,empathetic
I made an amazing pizza the other day PLAYER: I made an amazing pizza the other day NPC: Pizza is my favorite food.   WHat toppings did you use?,0.78,0.62,0.72,proud,empathetic
i was fully prepared for my interview last week PLAYER: i was fully prepared for my interview last week NPC: That is always best if you are really hoping to get the job.  Did you get it?,0.62,0.48,0.75,prepared,empathetic
There is a bad storm outside right now. My dog is curled up like a ball in the basement corner. PLAYER: We have some bad storm weather out here right now.  My dog absolutely hates it. NPC: did you put him inside?,0.65,0.62,0.58,anticipating,empathetic
I am ordering a pizza later.  I can't wait to eat it. PLAYER: I am ordering a pizza later. NPC: I love Pizza. What kind are you going to have?,0.78,0.82,0.62,excited,empathetic
The anniversary of my sisters death was a few days ago. It has me really feeling down. PLAYER: The anniversary of my sisters death was a few days ago. It has me really feeling down NPC: I'm sorry you feel down.,0.15,0.42,0.18,sad,empathetic
I received an unexpected parcel in the mail this week PLAYER: I got a parcel in the mail this week NPC: Was it from someone you knew?,0.65,0.78,0.55,surprised,empathetic
